lemma	rank	occurrences
imbecil	2361	98984
conectar	2362	98970
oponer	2363	98944
creciente	2364	98931
solar	2365	98854
sabado	2366	98806
sintoma	2367	98765
muro	2368	98695
contento	2369	98693
fumar	2370	98615
recibido	2371	98569
precisamente	2372	98567
herida	2373	98524
fabricante	2374	98411
operador	2375	98392
explicacion	2376	98379
ganador	2377	98349
torno	2378	98296
r	2379	98252
mg	2380	98235
coordenada	2381	98210
ideal	2382	98010
totalidad	2383	97981
biologico	2384	97922
monstruo	2385	97872
sirio	2386	97845
abuso	2387	97768
acido	2388	97738
absolutamente	2389	97701
simbolo	2390	97575
cargar	2391	97350
considerable	2392	97231
tendrar	2393	97166
solicitante	2394	97131
bienestar	2395	97044
cerdo	2396	97014
fijado	2397	96826
auxiliar	2398	96811
encantado	2399	96698
publicidad	2400	96631
acostar	2401	96620
disenar	2402	96562
agarrar	2403	96536
lluvia	2404	96451
promedio	2405	96380
circulo	2406	96304
espiritual	2407	96301
plato	2408	96294
hazlo	2409	96252
hielo	2410	96241
enamorado	2411	96127
vayas	2412	96101
software	2413	95984
trampa	2414	95838
elevar	2415	95823
ala	2416	95778
amenazar	2417	95667
limitacion	2418	95544
disparo	2419	95459
tension	2420	95407
indemnizacion	2421	95223
directivo	2422	95175
asesoramiento	2423	95165
facilmente	2424	95163
todos	2425	95150
finales	2426	95150
gana	2427	95137
acaso	2428	94900
convocar	2429	94810
campamento	2430	94720
aprendizaje	2431	94697
proporcion	2432	94669
paseo	2433	94614
mala	2434	94589
nucleo	2435	94467
sacerdote	2436	94236
detectar	2437	94189
citar	2438	94146
intelectual	2439	94126
conductor	2440	94118
destacado	2441	94082
administrar	2442	94061
estimado	2443	93966
valoracion	2444	93927
acompanado	2445	93890
concentrar	2446	93833
lenguaje	2447	93831
pantalla	2448	93784
ilicito	2449	93715
espera	2450	93643
apreciar	2451	93588
equilibrio	2452	93571
interponer	2453	93398
sucio	2454	93384
tejido	2455	93269
capturar	2456	93267
semilla	2457	93263
mediano	2458	93148
huella	2459	93141
constitucional	2460	93022
reemplazar	2461	92978
capa	2462	92974
pecho	2463	92813
mezcla	2464	92773
finanza	2465	92607
canon	2466	92584
apagar	2467	92556
fruta	2468	92406
diversidad	2469	92382
guapo	2470	92367
l	2471	92322
impresion	2472	92310
principios	2473	92301
mediados	2474	92280
personalidad	2475	92247
fruto	2476	92218
vinculo	2477	92154
flujo	2478	92113
reto	2479	91942
emperador	2480	91929
escalera	2481	91898
aparicion	2482	91845
aparte	2483	91833
avisar	2484	91832
ridiculo	2485	91778
cooperar	2486	91735
violar	2487	91731
alternativa	2488	91727
entrenador	2489	91649
decirme	2490	91583
oficialmente	2491	91571
estabar	2492	91555
obispo	2493	91423
variar	2494	91360
caida	2495	91161
robo	2496	91125
incidente	2497	91063
perfil	2498	91006
fallar	2499	90959
favorecer	2500	90829
cable	2501	90774
colgar	2502	90771
israeli	2503	90639
atractivo	2504	90594
leon	2505	90466
lento	2506	90438
tender	2507	90424
actriz	2508	90396
empresario	2509	90303
vicepresidente	2510	90147
soltar	2511	90089
variable	2512	90082
arruinar	2513	90066
disculpar	2514	90063
majestad	2515	89972
oportuno	2516	89952
flota	2517	89866
variacion	2518	89860
fantasma	2519	89852
veinte	2520	89812
gratuito	2521	89733
dominio	2522	89718
signo	2523	89711
amarillo	2524	89708
rostro	2525	89697
modos	2526	89565
ubicacion	2527	89530
ingeniero	2528	89500
correccion	2529	89364
colonia	2530	89328
practicamente	2531	89292
bandera	2532	89284
relator	2533	89262
arena	2534	89255
evidente	2535	89246
minoria	2536	89179
discusion	2537	89166
embajador	2538	89142
recurrir	2539	89075
derivar	2540	88940
tipico	2541	88933
discapacidad	2542	88925
exigencia	2543	88906
princesa	2544	88891
bordo	2545	88772
sombra	2546	88769
transparencia	2547	88761
negociar	2548	88721
contaminacion	2549	88627
compensacion	2550	88422
agregar	2551	88418
alcohol	2552	88410
agrario	2553	88391
portugues	2554	88385
botella	2555	88377
sindicato	2556	88366
grabacion	2557	88256
cadaver	2558	88223
eficiencia	2559	88203
aventura	2560	88156
mixto	2561	88114
tonteria	2562	88068
internet	2563	88038
impulsar	2564	87971
estupendo	2565	87954
formulado	2566	87953
reparacion	2567	87899
liberacion	2568	87873
pese	2569	87793
delegado	2570	87790
consultivo	2571	87756
observador	2572	87753
asignacion	2573	87677
ferrocarril	2574	87641
ojala	2575	87580
has	2576	87520
denominar	2577	87520
inscripcion	2578	87486
diplomatico	2579	87406
eje	2580	87398
mirada	2581	87384
manifestacion	2582	87288
expedicion	2583	87159
mediterraneo	2584	87127
fortalecimiento	2585	87113
montar	2586	87078
comisionado	2587	86959
cero	2588	86937
talento	2589	86894
puesta	2590	86837
especificar	2591	86661
razonable	2592	86564
cabello	2593	86552
suspension	2594	86519
opinar	2595	86472
destinar	2596	86463
indicacion	2597	86369
escaso	2598	86344
entrenamiento	2599	86237
leccion	2600	86214
asistente	2601	86109
aclarar	2602	86106
rehabilitacion	2603	86058
asiatico	2604	86017
obviamente	2605	85948
sagrado	2606	85910
fallecer	2607	85895
especialista	2608	85735
pantalon	2609	85729
traducir	2610	85645
corrupcion	2611	85533
virus	2612	85480
cierre	2613	85362
adjunto	2614	85351
girar	2615	85100
construido	2616	85090
sensacion	2617	85078
inspector	2618	84962
verificar	2619	84900
provenir	2620	84874
ladron	2621	84853
formula	2622	84839
corona	2623	84718
dale	2624	84641
oral	2625	84630
parecido	2626	84626
comunista	2627	84613
rango	2628	84589
acusado	2629	84547
gloria	2630	84533
parr	2631	84500
coordinar	2632	84488
repercusion	2633	84413
regulacion	2634	84412
multilateral	2635	84396
reducido	2636	84361
alternativo	2637	84355
socialista	2638	84349
complicado	2639	84289
bola	2640	84282
oracion	2641	84250
reafirmar	2642	84239
parlamentario	2643	84207
hablas	2644	84199
regir	2645	84195
distinguir	2646	84181
disminucion	2647	84175
desconocido	2648	84142
cobertura	2649	84070
islamico	2650	84062
comparar	2651	83969
transferir	2652	83915
exclusivamente	2653	83887
costumbre	2654	83879
punta	2655	83806
placa	2656	83803
criatura	2657	83802
puto	2658	83783
recepcion	2659	83674
mensual	2660	83646
nariz	2661	83638
docente	2662	83611
balance	2663	83578
exclusivo	2664	83574
elegido	2665	83551
perfectamente	2666	83524
apuesto	2667	83509
miras	2668	83501
forestal	2669	83459
gastar	2670	83455
xx	2671	83444
calificacion	2672	83441
trago	2673	83431
argumento	2674	83412
saldo	2675	83169
gordo	2676	83162
cometido	2677	83069
amante	2678	82972
escudo	2679	82946
vistazo	2680	82919
dibujo	2681	82887
dile	2682	82883
rama	2683	82853
treinta	2684	82838
asesor	2685	82787
expuesto	2686	82737
seno	2687	82716
hierro	2688	82709
representado	2689	82701
tormenta	2690	82701
posesion	2691	82673
ei	2692	82655
programacion	2693	82633
encuesta	2694	82536
emitido	2695	82532
manual	2696	82483
vete	2697	82473
plastico	2698	82416
suprimir	2699	82329
limpieza	2700	82190
electricidad	2701	82183
amistad	2702	82182
beso	2703	82153
caracterizar	2704	82076
infeccion	2705	82039
violento	2706	82034
dictar	2707	82004
ancho	2708	81957
jurado	2709	81919
pesquero	2710	81909
olimpico	2711	81863
notable	2712	81857
dirigente	2713	81782
inclusion	2714	81775
comodo	2715	81732
cien	2716	81690
aplicado	2717	81664
septimo	2718	81556
turistico	2719	81549
quedatar	2720	81470
per	2721	81438
estancia	2722	81432
disenado	2723	81402
antiguedad	2724	81313
taxi	2725	81176
vulnerable	2726	81137
agujero	2727	81113
cuento	2728	81084
xix	2729	81033
hacerte	2730	81019
fila	2731	81007
contingente	2732	80998
resumen	2733	80980
mutuo	2734	80918
intenso	2735	80902
satelite	2736	80877
noble	2737	80875
consolidacion	2738	80795
designado	2739	80761
edificacion	2740	80727
suspender	2741	80718
callatir	2742	80697
urgencia	2743	80680
liquido	2744	80493
asustado	2745	80483
dejalir	2746	80447
domestico	2747	80334
tesoro	2748	80310
vetir	2749	80272
soporte	2750	80183
interrumpir	2751	80181
musico	2752	80167
invertir	2753	80108
corporacion	2754	80034
excluir	2755	80015
estable	2756	79990
arquitectura	2757	79968
resistir	2758	79960
ayudarte	2759	79958
aliado	2760	79815
tumba	2761	79776
automatico	2762	79705
celular	2763	79704
pintar	2764	79648
ti	2765	79644
arco	2766	79556
estimacion	2767	79500
continente	2768	79477
record	2769	79415
lucir	2770	79410
federacion	2771	79347
bilateral	2772	79308
involucrado	2773	79253
detenido	2774	79234
pronunciar	2775	79209
etnico	2776	79187
conveniente	2777	79136
repente	2778	79123
cuchillo	2779	79123
caza	2780	79109
llama	2781	79108
automovil	2782	79068
dejes	2783	78840
bol	2784	78821
conde	2785	78812
super	2786	78805
ciego	2787	78720
aldea	2788	78688
seguramente	2789	78673
desierto	2790	78665
transito	2791	78656
cola	2792	78645
efectuado	2793	78570
pnud	2794	78489
esquina	2795	78368
jodido	2796	78295
pajaro	2797	78270
literatura	2798	78265
deshacer	2799	78212
oscuridad	2800	78164
transaccion	2801	78122
ignorar	2802	78084
encantador	2803	78076
liquidacion	2804	78047
culpar	2805	77917
cono	2806	77859
profundidad	2807	77806
prohibido	2808	77795
ordenador	2809	77724
atribuir	2810	77718
visitante	2811	77689
profesion	2812	77670
policial	2813	77661
obrero	2814	77626
racial	2815	77465
elaborado	2816	77440
significado	2817	77379
haz	2818	77363
inventar	2819	77344
toque	2820	77316
nocturno	2821	77283
encaminado	2822	77275
disponibilidad	2823	77237
guerrero	2824	77152
complemento	2825	77136
salvaje	2826	77113
donante	2827	77054
remitir	2828	76992
barato	2829	76981
recorrer	2830	76891
nacionalidad	2831	76818
acudir	2832	76735
inicialmente	2833	76704
primavera	2834	76683
sucesivo	2835	76650
senador	2836	76560
avenida	2837	76534
emprender	2838	76522
almacenamiento	2839	76499
procurar	2840	76442
ubicar	2841	76337
consenso	2842	76318
revolucionario	2843	76315
comentar	2844	76283
emocion	2845	76269
debidamente	2846	76217
aduanero	2847	76159
sello	2848	76147
contemplar	2849	76022
denunciar	2850	76017
musulman	2851	75859
noruego	2852	75823
apostar	2853	75819
beca	2854	75812
valiente	2855	75738
bateria	2856	75735
fundador	2857	75720
comuna	2858	75672
fundamento	2859	75594
formal	2860	75540
pelota	2861	75539
sano	2862	75419
manifiesto	2863	75391
precisar	2864	75365
terrestre	2865	75298
prima	2866	75214
orador	2867	75213
cuerda	2868	75208
aportacion	2869	75188
filosofia	2870	75129
ayudame	2871	75104
usado	2872	75096
clinico	2873	75058
jueves	2874	75053
solidaridad	2875	75034
circuito	2876	75018
afganistan	2877	74882
habeis	2878	74842
excepcional	2879	74832
desnudo	2880	74774
guion	2881	74765
previamente	2882	74761
vital	2883	74750
sindical	2884	74734
explosion	2885	74696
cirugia	2886	74677
impulso	2887	74638
valioso	2888	74567
truco	2889	74478
sometido	2890	74455
anos	2891	74448
cesar	2892	74430
riqueza	2893	74411
lastimar	2894	74377
detente	2895	74348
auditoria	2896	74317
integrante	2897	74311
ingenieria	2898	74294
controlado	2899	74232
esclavo	2900	74230
lesion	2901	74152
dolar	2902	74140
intergubernamental	2903	74136
carecer	2904	74103
ejemplar	2905	74099
cancelar	2906	74015
localizar	2907	73947
habitar	2908	73896
envio	2909	73736
nieve	2910	73725
sabio	2911	73722
magia	2912	73690
separacion	2913	73687
desaparecido	2914	73687
cuenca	2915	73632
gama	2916	73615
poeta	2917	73611
relativamente	2918	73572
reiterar	2919	73551
ceremonia	2920	73483
cruz	2921	73463
combinado	2922	73458
valorar	2923	73425
rodear	2924	73403
mire	2925	73287
humor	2926	73082
ganado	2927	73081
provincial	2928	73061
alegria	2929	73055
boton	2930	73049
atrapado	2931	72984
lavar	2932	72930
roto	2933	72913
milla	2934	72885
lo	2935	72857
inutil	2936	72790
tramo	2937	72752
gozar	2938	72706
circular	2939	72643
desempleo	2940	72603
bienvenida	2941	72563
testimonio	2942	72348
relacionar	2943	72330
prioritario	2944	72278
sombrero	2945	72186
granja	2946	72104
alerta	2947	72094
arrancar	2948	72093
encender	2949	72010
mia	2950	72007
estricto	2951	71994
comportar	2952	71983
china	2953	71922
enterrar	2954	71915
modulo	2955	71894
paisaje	2956	71879
plus	2957	71879
refundido	2958	71867
marcado	2959	71849
supremo	2960	71805
castigar	2961	71793
herir	2962	71661
podrar	2963	71655
medioambiental	2964	71619
honesto	2965	71616
gigante	2966	71552
legitimo	2967	71472
compatible	2968	71471
incorporacion	2969	71471
apuesta	2970	71446
fallo	2971	71440
masivo	2972	71424
mecanico	2973	71410
impresionante	2974	71377
valido	2975	71311
bote	2976	71299
solucionar	2977	71294
sensible	2978	71288
fundado	2979	71285
pedido	2980	71281
disciplina	2981	71160
bloque	2982	71152
acelerar	2983	71087
queriar	2984	71068
leyenda	2985	71030
asignado	2986	71021
curar	2987	70908
escritura	2988	70855
quieto	2989	70836
castigo	2990	70776
parametro	2991	70773
comarca	2992	70741
gestionar	2993	70708
mirame	2994	70674
eficiente	2995	70626
combinar	2996	70595
borde	2997	70580
transportar	2998	70579
octavo	2999	70474
telecomunicacion	3000	70430
incumplimiento	3001	70391
traslado	3002	70389
juvenil	3003	70360
ascenso	3004	70311
adorar	3005	70267
fusion	3006	70184
efectivamente	3007	70107
expansion	3008	70045
sueldo	3009	70025
campesino	3010	70004
felicitar	3011	69908
ceder	3012	69896
constitutivo	3013	69809
protesta	3014	69785
pescado	3015	69783
arrojar	3016	69730
cruel	3017	69696
infraccion	3018	69677
asentamiento	3019	69674
enviado	3020	69662
salarial	3021	69577
queso	3022	69519
entrenar	3023	69510
autonomia	3024	69477
borracho	3025	69442
nick	3026	69427
contactar	3027	69416
tribu	3028	69402
pedazo	3029	69382
almacen	3030	69376
bruja	3031	69340
confesar	3032	69338
chileno	3033	69299
proliferacion	3034	69232
fabricar	3035	69188
dominar	3036	69115
aceptacion	3037	69112
bastardo	3038	69068
monumento	3039	69057
milagro	3040	69029
anciano	3041	69017
facultad	3042	68998
suave	3043	68996
nombramiento	3044	68971
fraude	3045	68960
convencido	3046	68936
papi	3047	68850
paralelo	3048	68833
sacrificio	3049	68790
productivo	3050	68783
posiblemente	3051	68740
seras	3052	68679
integral	3053	68656
era	3054	68638
orientado	3055	68577
solitario	3056	68523
supervisar	3057	68491
deficit	3058	68476
directora	3059	68460
experimento	3060	68447
acusacion	3061	68443
rebelde	3062	68394
enojado	3063	68342
cristal	3064	68292
tubo	3065	68274
descender	3066	68215
anotar	3067	68186
verificacion	3068	68165
tanque	3069	68131
vaso	3070	68105
duque	3071	68103
trastorno	3072	68094
pastel	3073	68092
influir	3074	68069
norteamericano	3075	68024
conectado	3076	67914
invasion	3077	67904
aparentemente	3078	67873
facilidad	3079	67849
proseguir	3080	67826
agenda	3081	67753
arriesgar	3082	67701
onda	3083	67700
pollo	3084	67692
verguenza	3085	67594
desayuno	3086	67583
formulario	3087	67583
presidencial	3088	67577
fue	3089	67565
personalmente	3090	67508
masculino	3091	67490
competicion	3092	67458
tarifa	3093	67382
aniversario	3094	67320
contemporaneo	3095	67269
manos	3096	67265
quince	3097	67243
hierba	3098	67177
turco	3099	67176
vegetal	3100	67101
prevision	3101	67099
derrota	3102	67087
especificamente	3103	67063
desplazamiento	3104	67049
mono	3105	66986
feo	3106	66984
carbon	3107	66885
fiel	3108	66862
exitoso	3109	66823
oido	3110	66764
invitacion	3111	66764
ahorro	3112	66736
ecologico	3113	66689
arrastrar	3114	66661
rezar	3115	66640
restante	3116	66557
patio	3117	66552
oficio	3118	66512
originalmente	3119	66509
debutar	3120	66507
cura	3121	66505
ciertamente	3122	66502
dignidad	3123	66488
tono	3124	66474
terminal	3125	66459
barra	3126	66394
magnifico	3127	66325
adelantado	3128	66291
harar	3129	66209
retraso	3130	66208
oculto	3131	66183
arquitecto	3132	66177
moda	3133	66015
agotar	3134	66014
migracion	3135	66008
ibar	3136	65961
ratificar	3137	65924
cuanta	3138	65855
cuantia	3139	65846
reestructuracion	3140	65825
difundir	3141	65748
presionar	3142	65746
cabron	3143	65671
aduana	3144	65671
formulacion	3145	65666
antecedente	3146	65633
excesivo	3147	65589
aviso	3148	65575
pasion	3149	65561
clausula	3150	65556
informatico	3151	65555
billy	3152	65525
resultante	3153	65508
integridad	3154	65500
diamante	3155	65496
comprometido	3156	65439
fortuna	3157	65398
pico	3158	65364
saludar	3159	65350
receptor	3160	65327
sonreir	3161	65325
carro	3162	65310
expulsar	3163	65291
descrito	3164	65276
creencia	3165	65266
tripulacion	3166	65222
certificacion	3167	65220
callar	3168	65162
explosivo	3169	65150
socorro	3170	65130
rata	3171	65070
animar	3172	65049
tropical	3173	65033
agricultor	3174	65022
dieta	3175	64995
martes	3176	64943
parcela	3177	64831
reclamar	3178	64787
ganancia	3179	64786
redaccion	3180	64753
sincero	3181	64710
misterio	3182	64678
cee	3183	64676
sospechar	3184	64669
villa	3185	64658
artificial	3186	64583
conjuntamente	3187	64528
fibra	3188	64448
hincapie	3189	64408
queja	3190	64387
asilo	3191	64268
indispensable	3192	64251
informativo	3193	64205
enfermera	3194	64182
datar	3195	63957
tunel	3196	63954
bolsillo	3197	63934
ferroviario	3198	63917
refugio	3199	63898
camisa	3200	63852
compensar	3201	63837
eterno	3202	63798
etiqueta	3203	63718
inmigrante	3204	63680
estrenar	3205	63627
causado	3206	63615
genio	3207	63576
reconstruccion	3208	63563
semejante	3209	63528
probabilidad	3210	63504
liberal	3211	63502
casco	3212	63444
ultimamente	3213	63438
homicidio	3214	63355
eurosistema	3215	63306
involucrar	3216	63286
optar	3217	63271
espejo	3218	63245
expresado	3219	63233
manzana	3220	63203
poblacional	3221	63166
piscina	3222	63112
adquirido	3223	63110
consolidar	3224	63107
cubierta	3225	63009
rodeado	3226	62991
transitorio	3227	62974
convencional	3228	62968
salto	3229	62955
constituido	3230	62953
aburrido	3231	62915
orilla	3232	62909
poema	3233	62899
venganza	3234	62886
terapia	3235	62820
cohesion	3236	62818
mortal	3237	62792
magico	3238	62788
aislado	3239	62767
olor	3240	62766
cartera	3241	62764
rodilla	3242	62688
nube	3243	62656
alojamiento	3244	62642
obvio	3245	62632
naturalmente	3246	62608
inspirar	3247	62605
muchisimo	3248	62594
movilidad	3249	62539
helado	3250	62516
farmaceutico	3251	62515
cereal	3252	62509
competitividad	3253	62508
editorial	3254	62493
macho	3255	62468
apellido	3256	62456
divino	3257	62443
suplemento	3258	62416
pyme	3259	62403
enamorar	3260	62372
visual	3261	62343
dejeme	3262	62300
fingir	3263	62185
profundamente	3264	62168
dilar	3265	62167
civilizacion	3266	62159
fachada	3267	62103
comprension	3268	62095
criar	3269	62013
fracaso	3270	62009
preso	3271	61990
digno	3272	61986
comunicado	3273	61984
bronce	3274	61950
trimestre	3275	61948
abonar	3276	61886
vistas	3277	61876
coordinador	3278	61840
irlandes	3279	61825
interaccion	3280	61742
diagnostico	3281	61678
as	3282	61598
debatir	3283	61537
colina	3284	61532
conformar	3285	61515
mira	3286	61484
participant	3287	61481
recogido	3288	61477
rumor	3289	61422
inaugurar	3290	61403
adivinar	3291	61399
mineral	3292	61354
empujar	3293	61351
retirada	3294	61350
lastima	3295	61335
precedente	3296	61325
sufrimiento	3297	61297
hombro	3298	61251
explorar	3299	61248
recorrido	3300	61242
gravedad	3301	61218
exclusion	3302	61112
restitucion	3303	61095
romantico	3304	61075
literario	3305	61056
extranar	3306	61045
textil	3307	60985
exencion	3308	60962
agrupacion	3309	60929
reservar	3310	60865
basicamente	3311	60814
ayudante	3312	60772
llamamiento	3313	60737
sr	3314	60718
plenario	3315	60710
misil	3316	60700
genetico	3317	60649
reportar	3318	60647
republicano	3319	60616
bahia	3320	60585
vidrio	3321	60575
suministrar	3322	60565
protagonista	3323	60510
colombiano	3324	60494
guitarra	3325	60493
parada	3326	60463
administrador	3327	60445
fortaleza	3328	60414
retribucion	3329	60331
pintor	3330	60311
inflacion	3331	60281
carbono	3332	60258
quincuagesimo	3333	60177
helicoptero	3334	60146
naval	3335	60133
inmigracion	3336	60094
temor	3337	60080
lord	3338	60046
servidor	3339	59999
cuadrado	3340	59976
actualizar	3341	59912
miercoles	3342	59901
requerido	3343	59890
cinturon	3344	59830
bestia	3345	59787
impartir	3346	59766
rescate	3347	59742
arroz	3348	59740
corregir	3349	59703
intermedio	3350	59639
hispano	3351	59637
guiar	3352	59634
actualizacion	3353	59614
pata	3354	59598
prestado	3355	59589
nativo	3356	59577
feria	3357	59566
desaparicion	3358	59557
animo	3359	59551
decenio	3360	59543
domicilio	3361	59507
armonizacion	3362	59426
criticar	3363	59404
encerrar	3364	59401
terminado	3365	59392
corredor	3366	59376
dormido	3367	59269
veterinario	3368	59218
barrera	3369	59213
confundir	3370	59161
captura	3371	59132
garantizado	3372	59076
borrar	3373	59071
relevante	3374	59071
exceder	3375	59059
exhortar	3376	59051
eur	3377	59013
equipamiento	3378	59010
cartel	3379	58941
operacional	3380	58919
chocolate	3381	58812
despacio	3382	58789
arresto	3383	58752
ten	3384	58749
desgracia	3385	58745
obedecer	3386	58714
grandioso	3387	58711
liso	3388	58707
celda	3389	58665
secuestrar	3390	58586
darte	3391	58576
cigarrillo	3392	58550
respaldar	3393	58528
dividido	3394	58513
embarazo	3395	58441
oigan	3396	58429
refuerzo	3397	58400
almuerzo	3398	58394
consumir	3399	58348
labio	3400	58347
reglamentacion	3401	58314
dejaste	3402	58288
radiacion	3403	58267
renovacion	3404	58241
muchacha	3405	58228
inscribir	3406	58212
inyeccion	3407	58191
otorgado	3408	58174
tar	3409	58152
manejo	3410	58147
activamente	3411	58112
justificacion	3412	58094
compositor	3413	58082
cion	3414	58060
poesia	3415	58055
preventivo	3416	58047
piano	3417	58033
afrontar	3418	58025
mancha	3419	58008
condenado	3420	57976
representativo	3421	57956
cocinar	3422	57932
cheque	3423	57928
sueco	3424	57913
facultativo	3425	57892
despacho	3426	57844
dorado	3427	57747
bienio	3428	57729
ahorrar	3429	57719
editor	3430	57709
capilla	3431	57691
estarar	3432	57619
rescatar	3433	57615
sabia	3434	57592
grano	3435	57575
documental	3436	57568
defecto	3437	57558
gobernar	3438	57553
competitivo	3439	57525
altitud	3440	57490
sois	3441	57475
media	3442	57443
desplazado	3443	57372
huesped	3444	57371
impreso	3445	57302
cueva	3446	57245
biblia	3447	57230
orquesta	3448	57167
traicionar	3449	57154
decisivo	3450	57101
cubano	3451	57076
franco	3452	57071
intensificar	3453	56992
once	3454	56951
grasa	3455	56949
adverso	3456	56889
pon	3457	56869
cincuenta	3458	56848
condena	3459	56840
huelga	3460	56786
debut	3461	56730
vaca	3462	56708
delincuencia	3463	56684
independientemente	3464	56683
sistematico	3465	56675
incidencia	3466	56651
pase	3467	56632
brasileno	3468	56589
expectativa	3469	56549
grabado	3470	56481
calificar	3471	56458
mezclar	3472	56412
umbral	3473	56391
radical	3474	56386
relieve	3475	56315
lateral	3476	56303
suizo	3477	56291
funcional	3478	56241
trono	3479	56183
polaco	3480	56169
consentimiento	3481	56155
preliminar	3482	56125
retener	3483	56096
estomago	3484	56091
proteina	3485	56049
clasificado	3486	56028
postura	3487	56024
catedral	3488	56010
galeria	3489	56005
extenso	3490	55972
busca	3491	55943
extraer	3492	55928
obtencion	3493	55923
secuencia	3494	55916
vela	3495	55895
habida	3496	55799
ira	3497	55767
aproximacion	3498	55730
medicion	3499	55678
esforzar	3500	55671
alterar	3501	55547
patente	3502	55532
acreditar	3503	55471
verdaderamente	3504	55467
plantilla	3505	55430
alegar	3506	55419
normativo	3507	55415
parroquia	3508	55409
particula	3509	55398
racismo	3510	55358
ampliamente	3511	55350
diversion	3512	55349
curioso	3513	55315
grito	3514	55308
precision	3515	55301
alimenticio	3516	55196
boletin	3517	55110
contraer	3518	55100
pro	3519	55042
exceso	3520	55036
meridional	3521	55023
tomado	3522	55018
telefonico	3523	55015
insecto	3524	55009
clic	3525	54983
puedar	3526	54968
fino	3527	54906
atmosfera	3528	54880
cementerio	3529	54874
municion	3530	54873
metodologia	3531	54822
proveer	3532	54779
cazar	3533	54753
albergar	3534	54751
elegante	3535	54704
rastro	3536	54680
descubrimiento	3537	54671
esto	3538	54663
reputacion	3539	54574
pesadilla	3540	54560
molesto	3541	54544
solicitado	3542	54482
sabor	3543	54465
conducto	3544	54465
culto	3545	54436
preparatorio	3546	54436
excusa	3547	54370
proyeccion	3548	54329
especialidad	3549	54303
dragon	3550	54299
restauracion	3551	54280
hacienda	3552	54254
poblado	3553	54187
navegacion	3554	54186
caro	3555	54101
referido	3556	54097
parir	3557	54092
teneis	3558	54036
desempeno	3559	54029
rumbo	3560	54027
laguna	3561	54017
reparar	3562	53982
renovar	3563	53980
rector	3564	53965
callate	3565	53962
estimular	3566	53922
asociar	3567	53920
coherente	3568	53904
preferencia	3569	53894
noveno	3570	53879
cuan	3571	53856
imperativo	3572	53844
vendedor	3573	53808
multitud	3574	53800
tenias	3575	53728
noroeste	3576	53638
trata	3577	53611
extremadamente	3578	53589
considerablemente	3579	53572
pluma	3580	53491
reaccionar	3581	53424
alarma	3582	53384
oso	3583	53383
quejar	3584	53376
instante	3585	53336
entendimiento	3586	53318
linguistico	3587	53318
fiebre	3588	53300
logico	3589	53293
pasaporte	3590	53290
muneca	3591	53278
recogida	3592	53268
decidido	3593	53252
regulado	3594	53212
subsidiario	3595	53204
oyser	3596	53166
editar	3597	53119
tengar	3598	53109
apelacion	3599	53024
visible	3600	53017
controversia	3601	53014
utilidad	3602	53006
funeral	3603	53003
retiro	3604	52998
cia	3605	52994
sexy	3606	52987
fama	3607	52947
indirecto	3608	52873
ola	3609	52851
descenso	3610	52837
delicado	3611	52815
tabaco	3612	52812
advertencia	3613	52798
subjuntivo	3614	52796
oficioso	3615	52759
selva	3616	52737
soberania	3617	52719
viajero	3618	52701
monasterio	3619	52698
necesariamente	3620	52665
concretamente	3621	52655
magistrado	3622	52647
librar	3623	52598
transparente	3624	52590
tercio	3625	52573
presa	3626	52570
sustitucion	3627	52541
fuerar	3628	52516
lector	3629	52420
acabado	3630	52410
comando	3631	52374
forzar	3632	52355
revisado	3633	52339
hubierar	3634	52317
digame	3635	52306
contable	3636	52294
futbolista	3637	52287
gris	3638	52216
juguete	3639	52150
irar	3640	52145
camioneta	3641	52132
asalto	3642	52111
duradero	3643	52048
and	3644	52021
justificado	3645	51965
acogida	3646	51964
angulo	3647	51935
acordado	3648	51905
identico	3649	51887
humo	3650	51878
nazi	3651	51872
reglamentario	3652	51861
canto	3653	51807
vigencia	3654	51782
constantemente	3655	51767
intensidad	3656	51763
equipado	3657	51709
pozo	3658	51696
percepcion	3659	51679
sugerencia	3660	51672
complementar	3661	51640
privilegio	3662	51546
factura	3663	51469
forzado	3664	51452
pastor	3665	51418
peninsula	3666	51407
malta	3667	51343
reproducir	3668	51319
opera	3669	51319
costero	3670	51300
sonoro	3671	51293
intercambiar	3672	51290
varon	3673	51288
conquistar	3674	51260
comprimido	3675	51251
olvidalo	3676	51243
objecion	3677	51240
orgullo	3678	51237
portar	3679	51221
bicicleta	3680	51193
eres	3681	51133
triunfo	3682	51133
claridad	3683	51117
desplazar	3684	51115
diste	3685	51109
serbio	3686	51067
multa	3687	51040
distincion	3688	51023
minero	3689	51018
larga	3690	51012
apariencia	3691	50988
activar	3692	50912
custodia	3693	50889
catalogo	3694	50865
hundir	3695	50832
reproduccion	3696	50826
parcialmente	3697	50816
conservador	3698	50761
cuarenta	3699	50760
maiz	3700	50756
liderazgo	3701	50737
ficha	3702	50641
realista	3703	50634
bloquear	3704	50599
recopilacion	3705	50598
productividad	3706	50582
desecho	3707	50578
libras	3708	50574
jesucristo	3709	50572
sotano	3710	50571
metropolitano	3711	50537
pariente	3712	50515
xviii	3713	50440
compartido	3714	50434
danar	3715	50429
contabilidad	3716	50406
habitat	3717	50385
proclamar	3718	50356
excelencia	3719	50325
